,TR2144|c0_g1_i1,GO:0032550,atp-dependent zinc metalloprotease ftsh chloroplastic-like isoform x1,,,,,,
,TR34196|c1_g1_i5,GO:0006399,pseudouridine synthase family protein isoform 1,,,,,,
,TR34196|c1_g1_i5,GO:0003676,pseudouridine synthase family protein isoform 1,,,,,,
,TR34196|c1_g1_i5,GO:0009451,pseudouridine synthase family protein isoform 1,,,,,,
,TR34198|c0_g1_i4,GO:0008152,endonuclease or glycosyl isoform 1,,,,,,
Gen/sile,TR34241|c4_g1_i1,GO:0048580,uncharacterized protein loc103957563,,,,,,
,TR34241|c4_g1_i1,GO:0034968,uncharacterized protein loc103957563,,,,,,
,TR34241|c4_g1_i1,GO:0006305,uncharacterized protein loc103957563,,,,,,
,TR34241|c4_g1_i1,GO:0051301,uncharacterized protein loc103957563,,,,,,
,TR34241|c4_g1_i1,GO:0006342,uncharacterized protein loc103957563,,,,,,
,TR34241|c4_g1_i1,GO:0003006,uncharacterized protein loc103957563,,,,,,
,TR34270|c0_g1_i1,GO:0017111,atp binding,,,,,,
,TR34270|c0_g1_i1,GO:0032550,atp binding,,,,,,
,TR34270|c0_g1_i1,GO:0009154,atp binding,,,,,,
,TR34316|c0_g1_i1,GO:0016757,anthocyanidin 3-o-glucosyltransferase 5-like,,,,,,
rib bioge,TR34329|c2_g1_i1,GO:0044763,proliferating-cell nucleolar antigen,,,,,,
ribpr cpx bg,TR34329|c2_g1_i1,GO:0003676,proliferating-cell nucleolar antigen,,,,,,
,TR34329|c2_g1_i1,GO:0042254,proliferating-cell nucleolar antigen,,,,,,
,TR34329|c2_g1_i1,GO:0008152,proliferating-cell nucleolar antigen,,,,,,
,TR34329|c2_g1_i1,GO:0008168,proliferating-cell nucleolar antigen,,,,,,
,TR34345|c0_g1_i6,GO:0034220,chloride channel-like family protein,,,,,,
,TR34345|c0_g1_i6,GO:0043269,chloride channel-like family protein,,,,,,
,TR34345|c0_g1_i6,GO:0005254,chloride channel-like family protein,,,,,,
,TR34345|c0_g1_i6,GO:0034702,chloride channel-like family protein,,,,,,
,TR34345|c0_g1_i6,GO:0017076,chloride channel-like family protein,,,,,,
,TR34345|c0_g1_i6,GO:0006821,chloride channel-like family protein,,,,,,
,TR34351|c0_g1_i1,GO:0006090,phosphoglycerate kinase,,,,,,
,TR34351|c0_g1_i1,GO:0006796,phosphoglycerate kinase,,,,,,
,TR34351|c0_g1_i1,GO:0016301,phosphoglycerate kinase,,,,,,
,TR34351|c0_g1_i1,GO:0032550,phosphoglycerate kinase,,,,,,
,TR34355|c0_g1_i1,GO:0017111,tubulin alpha,,,,,,
,TR34355|c0_g1_i1,GO:0032550,tubulin alpha,,,,,,
,TR34355|c0_g1_i1,GO:0009154,tubulin alpha,,,,,,
,TR34355|c0_g1_i1,GO:0043234,tubulin alpha,,,,,,
,TR34355|c0_g1_i1,GO:0043232,tubulin alpha,,,,,,
,TR34355|c0_g1_i1,GO:0043623,tubulin alpha,,,,,,
,TR34355|c0_g1_i1,GO:0005198,tubulin alpha,,,,,,
,TR34392|c1_g1_i4,GO:0032550,atp-dependent -type dna -triphosphatases isoform 1,,,,,,
,TR34392|c1_g1_i4,GO:0009154,atp-dependent -type dna -triphosphatases isoform 1,,,,,,
,TR34392|c1_g1_i4,GO:0006259,atp-dependent -type dna -triphosphatases isoform 1,,,,,,
,TR34392|c1_g1_i4,GO:0042623,atp-dependent -type dna -triphosphatases isoform 1,,,,,,
,TR34392|c1_g1_i4,GO:0003677,atp-dependent -type dna -triphosphatases isoform 1,,,,,,
,TR34457|c0_g1_i1,GO:0032550,leucine-rich repeat receptor-like serine threonine-protein kinase bam3,,,,,,
,TR34457|c0_g1_i1,GO:0043479,leucine-rich repeat receptor-like serine threonine-protein kinase bam3,,,,,,
,TR34457|c0_g1_i1,GO:0005976,leucine-rich repeat receptor-like serine threonine-protein kinase bam3,,,,,,
,TR34457|c0_g1_i1,GO:0065008,leucine-rich repeat receptor-like serine threonine-protein kinase bam3,,,,,,
,TR34457|c0_g1_i1,GO:0045229,leucine-rich repeat receptor-like serine threonine-protein kinase bam3,,,,,,
,TR34457|c0_g1_i1,GO:0003006,leucine-rich repeat receptor-like serine threonine-protein kinase bam3,,,,,,
,TR34457|c0_g1_i1,GO:0004672,leucine-rich repeat receptor-like serine threonine-protein kinase bam3,,,,,,
,TR34457|c0_g1_i1,GO:0006796,leucine-rich repeat receptor-like serine threonine-protein kinase bam3,,,,,,
,TR34457|c0_g1_i1,GO:0009826,leucine-rich repeat receptor-like serine threonine-protein kinase bam3,,,,,,
,TR34457|c0_g1_i1,GO:0044425,leucine-rich repeat receptor-like serine threonine-protein kinase bam3,,,,,,
,TR34457|c0_g1_i1,GO:0006464,leucine-rich repeat receptor-like serine threonine-protein kinase bam3,,,,,,
,TR34457|c0_g1_i1,GO:0048588,leucine-rich repeat receptor-like serine threonine-protein kinase bam3,,,,,,
,TR34457|c0_g1_i1,GO:0009799,leucine-rich repeat receptor-like serine threonine-protein kinase bam3,,,,,,
,TR34457|c0_g1_i1,GO:0010073,leucine-rich repeat receptor-like serine threonine-protein kinase bam3,,,,,,
,TR34494|c1_g1_i2,GO:0044425,mitochondrial dicarboxylate tricarboxylate transporter dtc-like,,,,,,
,TR34494|c1_g1_i2,GO:0051234,mitochondrial dicarboxylate tricarboxylate transporter dtc-like,,,,,,
,TR34494|c1_g1_i2,GO:0044763,mitochondrial dicarboxylate tricarboxylate transporter dtc-like,,,,,,
,TR34525|c0_g1_i2,GO:0015925,beta-galactosidase 3-like,,,,,,
,TR34525|c0_g1_i2,GO:0044238,beta-galactosidase 3-like,,,,,,
,TR34525|c0_g1_i2,GO:0005488,beta-galactosidase 3-like,,,,,,
,TR34529|c2_g1_i3,GO:0050896,heat shock,,,,,,
,TR34529|c2_g1_i3,GO:0005515,heat shock,,,,,,
,TR34529|c2_g1_i3,GO:0009532,heat shock,,,,,,
,TR34529|c2_g1_i3,GO:0044267,heat shock,,,,,,
,TR34529|c2_g1_i3,GO:0030312,heat shock,,,,,,
,TR34529|c2_g1_i3,GO:0032550,heat shock,,,,,,
,TR34531|c0_g4_i5,GO:0006188,amp deaminase,,,,,,
,TR34531|c0_g4_i5,GO:0047623,amp deaminase,,,,,,
,TR34537|c4_g2_i2,GO:0008202,3beta-hydroxysteroid-dehydrogenase decarboxylase isoform 2-like,,,,,,
,TR34537|c4_g2_i2,GO:0033764,3beta-hydroxysteroid-dehydrogenase decarboxylase isoform 2-like,,,,,,
,TR34550|c4_g2_i2,GO:0009987,pseudo-response regulator isoform 1,,,,,,
,TR34602|c6_g1_i4,GO:0035556,pseudo response regulator isoform 3,,,,,,
,TR34605|c0_g1_i1,GO:0019187,cellulose synthase-like d5,,,,,,
,TR34605|c0_g1_i1,GO:0043231,cellulose synthase-like d5,,,,,,
,TR34605|c0_g1_i1,GO:0016759,cellulose synthase-like d5,,,,,,
,TR34605|c0_g1_i1,GO:0030243,cellulose synthase-like d5,,,,,,
,TR34605|c0_g1_i1,GO:0070085,cellulose synthase-like d5,,,,,,
,TR34605|c0_g1_i1,GO:0009887,cellulose synthase-like d5,,,,,,
,TR34605|c0_g1_i1,GO:0000725,cellulose synthase-like d5,,,,,,
,TR34605|c0_g1_i1,GO:0006970,cellulose synthase-like d5,,,,,,
,TR34605|c0_g1_i1,GO:0014070,cellulose synthase-like d5,,,,,,
,TR34605|c0_g1_i1,GO:1902410,cellulose synthase-like d5,,,,,,
,TR34605|c0_g1_i1,GO:0044425,cellulose synthase-like d5,,,,,,
,TR34605|c0_g1_i1,GO:0007017,cellulose synthase-like d5,,,,,,
,TR34605|c0_g1_i1,GO:0031090,cellulose synthase-like d5,,,,,,
,TR34605|c0_g1_i1,GO:0008283,cellulose synthase-like d5,,,,,,
,TR34605|c0_g1_i1,GO:0044085,cellulose synthase-like d5,,,,,,
,TR34626|c0_g2_i4,GO:0017111,elongation factor family protein isoform 1,,,,,,
,TR34626|c0_g2_i4,GO:0032550,elongation factor family protein isoform 1,,,,,,
,TR34626|c0_g2_i4,GO:0009154,elongation factor family protein isoform 1,,,,,,
,TR34626|c0_g2_i4,GO:0034645,elongation factor family protein isoform 1,,,,,,
,TR34626|c0_g2_i4,GO:0008135,elongation factor family protein isoform 1,,,,,,
rib bioge,TR34628|c0_g1_i1,GO:0008144,peptidyl-prolyl cis-trans isomerase family protein,,,,,,
ribpr cpx bg,TR34628|c0_g1_i1,GO:0009451,peptidyl-prolyl cis-trans isomerase family protein,,,,,,
rib mod,TR34628|c0_g1_i1,GO:0043231,peptidyl-prolyl cis-trans isomerase family protein,,,,,,
,TR34628|c0_g1_i1,GO:0018208,peptidyl-prolyl cis-trans isomerase family protein,,,,,,
,TR34628|c0_g1_i1,GO:0016859,peptidyl-prolyl cis-trans isomerase family protein,,,,,,
,TR34628|c0_g1_i1,GO:0042254,peptidyl-prolyl cis-trans isomerase family protein,,,,,,
,TR34628|c0_g1_i1,GO:0044444,peptidyl-prolyl cis-trans isomerase family protein,,,,,,
,TR34628|c0_g1_i1,GO:0050794,peptidyl-prolyl cis-trans isomerase family protein,,,,,,
,TR34628|c0_g1_i1,GO:0033218,peptidyl-prolyl cis-trans isomerase family protein,,,,,,
,TR34629|c0_g1_i3,GO:0016744,transketolase family protein,,,,,,
,TR34639|c0_g1_i2,GO:0044710,internal alternative nad h-ubiquinone oxidoreductase mitochondrial-like,,,,,,
,TR34639|c0_g1_i2,GO:0003824,internal alternative nad h-ubiquinone oxidoreductase mitochondrial-like,,,,,,
,TR34639|c0_g1_i2,GO:0000166,internal alternative nad h-ubiquinone oxidoreductase mitochondrial-like,,,,,,
rib bioge,TR34645|c0_g1_i1,GO:0000377,transducin family protein wd-40 repeat family protein,,,,,,
,TR34645|c0_g1_i1,GO:0006221,transducin family protein wd-40 repeat family protein,,,,,,
,TR34645|c0_g1_i1,GO:0042254,transducin family protein wd-40 repeat family protein,,,,,,
,TR34645|c0_g1_i1,GO:0006886,transducin family protein wd-40 repeat family protein,,,,,,
,TR34645|c0_g1_i1,GO:0030684,transducin family protein wd-40 repeat family protein,,,,,,
RNA mod,TR34651|c2_g2_i5,GO:0009451,40s ribosomal protein s11-like,,,,,,
,TR34651|c2_g2_i5,GO:0048580,40s ribosomal protein s11-like,,,,,,
,TR34651|c2_g2_i5,GO:0003723,40s ribosomal protein s11-like,,,,,,
,TR34651|c2_g2_i5,GO:0015935,40s ribosomal protein s11-like,,,,,,
,TR34651|c2_g2_i5,GO:0034645,40s ribosomal protein s11-like,,,,,,
,TR34651|c2_g2_i5,GO:0005198,40s ribosomal protein s11-like,,,,,,
,TR34651|c2_g2_i5,GO:0016571,40s ribosomal protein s11-like,,,,,,
,TR34657|c1_g1_i1,GO:0006464,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit stt3b,,,,,,
,TR34657|c1_g1_i1,GO:0031090,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit stt3b,,,,,,
,TR34657|c1_g1_i1,GO:0043231,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit stt3b,,,,,,
,TR34657|c1_g1_i1,GO:0016758,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit stt3b,,,,,,
,TR34657|c1_g1_i1,GO:0044425,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit stt3b,,,,,,
,TR34714|c5_g5_i1,GO:0005515,chaperonin family protein,,,,,,
,TR34714|c5_g5_i1,GO:0044267,chaperonin family protein,,,,,,
,TR34714|c5_g5_i1,GO:0032550,chaperonin family protein,,,,,,
,TR34714|c5_g5_i1,GO:0044424,chaperonin family protein,,,,,,
,TR34801|c2_g1_i3,GO:0046914,dihydroxy-acid mitochondrial,,,,,,
,TR34801|c2_g1_i3,GO:0048229,dihydroxy-acid mitochondrial,,,,,,
,TR34801|c2_g1_i3,GO:0009532,dihydroxy-acid mitochondrial,,,,,,
,TR34801|c2_g1_i3,GO:0008652,dihydroxy-acid mitochondrial,,,,,,
,TR34801|c2_g1_i3,GO:0006221,dihydroxy-acid mitochondrial,,,,,,
,TR34801|c2_g1_i3,GO:0016836,dihydroxy-acid mitochondrial,,,,,,
,TR34823|c1_g1_i3,GO:0043624,peptide chain release factor 2,,,,,,
,TR34823|c1_g1_i3,GO:0003747,peptide chain release factor 2,,,,,,
,TR34823|c1_g1_i3,GO:0044424,peptide chain release factor 2,,,,,,
,TR34847|c1_g1_i1,GO:0046930,uncharacterized protein loc103405233,,,,,,
,TR34847|c1_g1_i1,GO:0051234,uncharacterized protein loc103405233,,,,,,
,TR34847|c1_g1_i1,GO:0031967,uncharacterized protein loc103405233,,,,,,
,TR34862|c3_g1_i1,GO:0009536,dna mismatch repair protein mitochondrial,,,,,,
,TR34862|c3_g1_i1,GO:0032550,dna mismatch repair protein mitochondrial,,,,,,
,TR34862|c3_g1_i1,GO:0016458,dna mismatch repair protein mitochondrial,,,,,,
,TR34862|c3_g1_i1,GO:0000725,dna mismatch repair protein mitochondrial,,,,,,
,TR34862|c3_g1_i1,GO:0006305,dna mismatch repair protein mitochondrial,,,,,,
,TR34862|c3_g1_i1,GO:0006355,dna mismatch repair protein mitochondrial,,,,,,
,TR34862|c3_g1_i1,GO:0051052,dna mismatch repair protein mitochondrial,,,,,,
,TR34862|c3_g1_i1,GO:0007005,dna mismatch repair protein mitochondrial,,,,,,
,TR34862|c3_g1_i1,GO:0003690,dna mismatch repair protein mitochondrial,,,,,,
,TR34862|c3_g1_i1,GO:0048229,dna mismatch repair protein mitochondrial,,,,,,
,TR34862|c3_g1_i1,GO:0034968,dna mismatch repair protein mitochondrial,,,,,,
,TR34862|c3_g1_i1,GO:0006260,dna mismatch repair protein mitochondrial,,,,,,
,TR34862|c3_g1_i1,GO:0007049,dna mismatch repair protein mitochondrial,,,,,,
,TR34868|c0_g1_i3,GO:0010468,homeodomain glabrous 2 isoform 2,,,,,,
,TR34868|c0_g1_i3,GO:0003677,homeodomain glabrous 2 isoform 2,,,,,,
,TR34868|c0_g1_i3,GO:0043231,homeodomain glabrous 2 isoform 2,,,,,,
rib bioge,TR34884|c1_g2_i1,GO:0005488,pescadillo homolog,,,,,,
ribpr cpx bg,TR34884|c1_g2_i1,GO:0000470,pescadillo homolog,,,,,,
,TR34884|c1_g2_i1,GO:0043232,pescadillo homolog,,,,,,
,TR34884|c1_g2_i1,GO:0044428,pescadillo homolog,,,,,,
,TR34884|c1_g2_i1,GO:0000460,pescadillo homolog,,,,,,
,TR34884|c1_g2_i1,GO:0006886,pescadillo homolog,,,,,,
,TR34884|c1_g2_i1,GO:0030684,pescadillo homolog,,,,,,
,TR34919|c1_g1_i5,GO:0015893,multidrug resistance,,,,,,
,TR34919|c1_g1_i5,GO:0044763,multidrug resistance,,,,,,
,TR34919|c1_g1_i5,GO:0031090,multidrug resistance,,,,,,
,TR34919|c1_g1_i5,GO:0015291,multidrug resistance,,,,,,
,TR34919|c1_g1_i5,GO:0044425,multidrug resistance,,,,,,
,TR34922|c12_g1_i8,GO:0016301,protein strubbelig-receptor family 3,,,,,,
,TR34922|c12_g1_i8,GO:0006464,protein strubbelig-receptor family 3,,,,,,
,TR34922|c12_g1_i8,GO:0044425,protein strubbelig-receptor family 3,,,,,,
,TR34922|c12_g1_i8,GO:0032550,protein strubbelig-receptor family 3,,,,,,
,TR34948|c5_g4_i7,GO:0006498,signal peptide peptidase-like,,,,,,
,TR34948|c5_g4_i7,GO:0043231,signal peptide peptidase-like,,,,,,
,TR34948|c5_g4_i7,GO:0004175,signal peptide peptidase-like,,,,,,
,TR34948|c5_g4_i7,GO:0048229,signal peptide peptidase-like,,,,,,
,TR34948|c5_g4_i7,GO:0044425,signal peptide peptidase-like,,,,,,
,TR34948|c5_g4_i7,GO:0031090,signal peptide peptidase-like,,,,,,
Gen/sile,TR34958|c2_g2_i3,GO:0008135,stabilizer of iron transporter polynucleotidyl transferase isoform 1,,,,,,
,TR34958|c2_g2_i3,GO:0006412,stabilizer of iron transporter polynucleotidyl transferase isoform 1,,,,,,
,TR34958|c2_g2_i3,GO:0003824,stabilizer of iron transporter polynucleotidyl transferase isoform 1,,,,,,
,TR34958|c2_g2_i3,GO:0016458,stabilizer of iron transporter polynucleotidyl transferase isoform 1,,,,,,
ribpr cpx bg,TR34960|c0_g1_i1,GO:0043232,probable rna 3 -terminal phosphate cyclase-like,,,,,,
,TR34960|c0_g1_i1,GO:0022613,probable rna 3 -terminal phosphate cyclase-like,,,,,,
,TR34960|c0_g1_i1,GO:0016070,probable rna 3 -terminal phosphate cyclase-like,,,,,,
,TR34962|c3_g1_i1,GO:0032550,serine threonine-protein kinase,,,,,,
,TR34962|c3_g1_i1,GO:0035556,serine threonine-protein kinase,,,,,,
,TR34962|c3_g1_i1,GO:0032147,serine threonine-protein kinase,,,,,,
,TR34962|c3_g1_i1,GO:0004702,serine threonine-protein kinase,,,,,,
Gen/sile,TR34994|c5_g1_i1,GO:0007017,fizzy-related 3 isoform 1,,,,,,
,TR34994|c5_g1_i1,GO:0016458,fizzy-related 3 isoform 1,,,,,,
,TR34994|c5_g1_i1,GO:0044786,fizzy-related 3 isoform 1,,,,,,
,TR34994|c5_g1_i1,GO:0001558,fizzy-related 3 isoform 1,,,,,,
,TR34994|c5_g1_i1,GO:0035966,fizzy-related 3 isoform 1,,,,,,
,TR34994|c5_g1_i1,GO:0008283,fizzy-related 3 isoform 1,,,,,,
,TR34994|c5_g1_i1,GO:0006305,fizzy-related 3 isoform 1,,,,,,
,TR34994|c5_g1_i1,GO:0006511,fizzy-related 3 isoform 1,,,,,,
,TR34994|c5_g1_i1,GO:0010564,fizzy-related 3 isoform 1,,,,,,
,TR34994|c5_g1_i1,GO:0044702,fizzy-related 3 isoform 1,,,,,,
,TR34994|c5_g1_i1,GO:0043623,fizzy-related 3 isoform 1,,,,,,
,TR34994|c5_g1_i1,GO:0032446,fizzy-related 3 isoform 1,,,,,,
,TR34994|c5_g1_i1,GO:0034968,fizzy-related 3 isoform 1,,,,,,
,TR34994|c5_g1_i1,GO:0000280,fizzy-related 3 isoform 1,,,,,,
,TR34994|c5_g1_i1,GO:1902410,fizzy-related 3 isoform 1,,,,,,
,TR34996|c3_g1_i3,GO:0006810,hypothetical protein JCGZ_26902 [Jatropha curcas],,,,,,
,TR35057|c0_g1_i4,GO:0050896,chaperone protein htpg family protein isoform 2,,,,,,
,TR35057|c0_g1_i4,GO:0005515,chaperone protein htpg family protein isoform 2,,,,,,
,TR35057|c0_g1_i4,GO:0044267,chaperone protein htpg family protein isoform 2,,,,,,
,TR35057|c0_g1_i4,GO:0032550,chaperone protein htpg family protein isoform 2,,,,,,
,TR35062|c2_g1_i6,GO:0036094,nucleolin like 2 isoform partial,,,,,,
,TR35062|c2_g1_i6,GO:0097159,nucleolin like 2 isoform partial,,,,,,
,TR35089|c0_g1_i1,GO:0044425,plasma-membrane choline transporter family protein isoform 1,,,,,,
,TR35089|c0_g1_i1,GO:0005911,plasma-membrane choline transporter family protein isoform 1,,,,,,
,TR35107|c0_g3_i1,GO:0006560,5cs family protein,,,,,,
,TR35107|c0_g3_i1,GO:0016620,5cs family protein,,,,,,
,TR35107|c0_g3_i1,GO:0006796,5cs family protein,,,,,,
,TR35107|c0_g3_i1,GO:0016774,5cs family protein,,,,,,
,TR35107|c0_g3_i1,GO:0044424,5cs family protein,,,,,,
rib bioge,TR35124|c8_g1_i1,GO:0009451,h aca ribonucleoprotein complex subunit 4,,,,,,
,TR35124|c8_g1_i1,GO:0032991,h aca ribonucleoprotein complex subunit 4,,,,,,
,TR35124|c8_g1_i1,GO:0043231,h aca ribonucleoprotein complex subunit 4,,,,,,
,TR35124|c8_g1_i1,GO:0003676,h aca ribonucleoprotein complex subunit 4,,,,,,
,TR35124|c8_g1_i1,GO:0016866,h aca ribonucleoprotein complex subunit 4,,,,,,
,TR35124|c8_g1_i1,GO:0043232,h aca ribonucleoprotein complex subunit 4,,,,,,
,TR35124|c8_g1_i1,GO:0042254,h aca ribonucleoprotein complex subunit 4,,,,,,
,TR35124|c8_g1_i1,GO:0005911,h aca ribonucleoprotein complex subunit 4,,,,,,
,TR35124|c8_g1_i1,GO:0044444,h aca ribonucleoprotein complex subunit 4,,,,,,
,TR35124|c8_g1_i1,GO:0006163,h aca ribonucleoprotein complex subunit 4,,,,,,
,TR35134|c1_g1_i2,GO:0044710,cytochrome p450 71a1,,,,,,
,TR35134|c1_g1_i2,GO:0046914,cytochrome p450 71a1,,,,,,
,TR35134|c1_g1_i2,GO:0016491,cytochrome p450 71a1,,,,,,
,TR35134|c1_g1_i2,GO:0046906,cytochrome p450 71a1,,,,,,
rib bioge,TR35151|c2_g3_i3,GO:0016615,malate dehydrogenase,,,,,,
ribpr cpx bg,TR35151|c2_g3_i3,GO:0005984,malate dehydrogenase,,,,,,
,TR35151|c2_g3_i3,GO:0009893,malate dehydrogenase,,,,,,
,TR35151|c2_g3_i3,GO:0006996,malate dehydrogenase,,,,,,
,TR35151|c2_g3_i3,GO:0005982,malate dehydrogenase,,,,,,
,TR35151|c2_g3_i3,GO:0043648,malate dehydrogenase,,,,,,
,TR35151|c2_g3_i3,GO:0009532,malate dehydrogenase,,,,,,
,TR35151|c2_g3_i3,GO:0009526,malate dehydrogenase,,,,,,
,TR35151|c2_g3_i3,GO:0043623,malate dehydrogenase,,,,,,
,TR35151|c2_g3_i3,GO:0042254,malate dehydrogenase,,,,,,
,TR35151|c2_g3_i3,GO:0019758,malate dehydrogenase,,,,,,
,TR35151|c2_g3_i3,GO:0005576,malate dehydrogenase,,,,,,
,TR35182|c1_g3_i3,GO:0051234,nucleobase-ascorbate transporter 1,,,,,,
,TR35182|c1_g3_i3,GO:0044763,nucleobase-ascorbate transporter 1,,,,,,
,TR35187|c4_g1_i1,GO:0015291,mate efflux family protein 8-like,,,,,,
,TR35187|c4_g1_i1,GO:0044425,mate efflux family protein 8-like,,,,,,
,TR35187|c4_g1_i1,GO:0015893,mate efflux family protein 8-like,,,,,,
,TR35187|c4_g1_i1,GO:0044763,mate efflux family protein 8-like,,,,,,
,TR35210|c1_g1_i1,GO:0006606,nucleolar complex protein 3 homolog isoform x1,,,,,,
,TR35210|c1_g1_i1,GO:0006405,nucleolar complex protein 3 homolog isoform x1,,,,,,
,TR35210|c1_g1_i1,GO:0006221,nucleolar complex protein 3 homolog isoform x1,,,,,,
,TR35210|c1_g1_i1,GO:0003006,nucleolar complex protein 3 homolog isoform x1,,,,,,
,TR35244|c0_g1_i10,GO:0004180,serine carboxypeptidase-like 18-like,,,,,,
,TR35279|c6_g2_i5,GO:0016020,ferric reductase-like transmembrane component family protein,,,,,,
,TR35285|c0_g1_i4,GO:0000280,mitotic checkpoint protein,,,,,,
,TR35285|c0_g1_i4,GO:0000776,mitotic checkpoint protein,,,,,,
,TR35285|c0_g1_i4,GO:0031461,mitotic checkpoint protein,,,,,,
,TR35285|c0_g1_i4,GO:0043231,mitotic checkpoint protein,,,,,,
,TR35285|c0_g1_i4,GO:0044444,mitotic checkpoint protein,,,,,,
,TR35285|c0_g1_i4,GO:0015630,mitotic checkpoint protein,,,,,,
,TR35340|c1_g1_i1,GO:0006511,nucleoporin seh1-like,,,,,,
,TR35340|c1_g1_i1,GO:0031967,nucleoporin seh1-like,,,,,,
,TR35340|c1_g1_i1,GO:0009062,nucleoporin seh1-like,,,,,,
,TR35340|c1_g1_i1,GO:0043623,nucleoporin seh1-like,,,,,,
,TR35340|c1_g1_i1,GO:0006605,nucleoporin seh1-like,,,,,,
,TR35340|c1_g1_i1,GO:0035966,nucleoporin seh1-like,,,,,,
,TR35342|c0_g1_i3,GO:0044763,glutamate receptor -like,,,,,,
,TR35342|c0_g1_i3,GO:0005230,glutamate receptor -like,,,,,,
,TR35342|c0_g1_i3,GO:0006811,glutamate receptor -like,,,,,,
,TR35342|c0_g1_i3,GO:0016020,glutamate receptor -like,,,,,,
Ribpr cpx,TR35362|c2_g4_i1,GO:0003676,40s ribosomal protein s15-like,,,,,,
,TR35362|c2_g4_i1,GO:0034645,40s ribosomal protein s15-like,,,,,,
,TR35362|c2_g4_i1,GO:0005198,40s ribosomal protein s15-like,,,,,,
,TR35362|c2_g4_i1,GO:0044391,40s ribosomal protein s15-like,,,,,,
,TR35389|c3_g2_i3,GO:0044710,nad h dehydrogenase mitochondrial-like,,,,,,
,TR35389|c3_g2_i3,GO:0046872,nad h dehydrogenase mitochondrial-like,,,,,,
,TR35389|c3_g2_i3,GO:0003824,nad h dehydrogenase mitochondrial-like,,,,,,
,TR35389|c3_g2_i3,GO:0000166,nad h dehydrogenase mitochondrial-like,,,,,,
,TR35403|c2_g1_i2,GO:0016757,udp-glucosyl transferase 85a2,,,,,,
,TR35430|c1_g3_i1,GO:0034968,tetratricopeptide repeat-like superfamily protein isoform 1,,,,,,
,TR35430|c1_g3_i1,GO:0006305,tetratricopeptide repeat-like superfamily protein isoform 1,,,,,,
,TR35430|c1_g3_i1,GO:0051052,tetratricopeptide repeat-like superfamily protein isoform 1,,,,,,
,TR35437|c3_g1_i1,GO:0035556,uncharacterized protein tcm_000170,,,,,,
,TR35437|c3_g1_i1,GO:0044464,uncharacterized protein tcm_000170,,,,,,
,TR35437|c3_g1_i1,GO:0032550,uncharacterized protein tcm_000170,,,,,,
,TR35459|c2_g2_i4,GO:0017111,abc transporter b family member 4-like,,,,,,
,TR35459|c2_g2_i4,GO:0044763,abc transporter b family member 4-like,,,,,,
,TR35459|c2_g2_i4,GO:0097159,abc transporter b family member 4-like,,,,,,
,TR35459|c2_g2_i4,GO:0051234,abc transporter b family member 4-like,,,,,,
,TR35459|c2_g2_i4,GO:1901363,abc transporter b family member 4-like,,,,,,
,TR35459|c2_g2_i4,GO:0036094,abc transporter b family member 4-like,,,,,,
